gp - haupt1
0;1.01144;0.625
1;1.58561;1.31912
2;1.57759;2.04193
3;2.10561;2.755
4;3.20401;3.67318
5;5.15647;5.39183
6;6.97258;6.73009
7;8.0801;7.37695
8;8.15133;8.17725
9;8.1637;8.79443
10;9.44761;9.58046
11;11.0794;11.2522
12;12.6584;12.6719
13;13.6365;13.4537
14;13.6757;14.0684
15;13.5578;14.8702
16;14.534;15.5212
17;17.0781;16.8624
18;18.4879;18.5802
19;19.1009;19.4944
20;20.5383;20.204
21;20.8654;20.9761
22;21.8618;21.5
23;21.6087;22.7336
24;25.1884;24.4621
25;25.5999;25.7456
26;26.3554;26.3235
27;25.8643;27.1039
28;25.8433;27.7687
29;29.1199;28.626
30;31.447;30.3271
31;33.2717;31.7074
32;33.3163;32.4171
33;32.3011;33.2434
34;32.8964;33.8257
35;35.1372;34.5482
36;35.3337;35.936
37;37.3172;37.6327
38;40.1979;38.4775
39;38.8309;39.1333
40;38.7345;39.9165
41;39.1542;40.5063
42;40.0327;41.8
43;42.1341;43.5276
44;43.6841;44.4999
45;43.9586;45.2627
46;46.6046;46.0339
47;45.263;46.7538
48;46.8667;47.6799
49;46.9026;49.4003

gp - haupt2

0;0;0.933951
1;1.77137;0.756385
2;2.90293;-0.970745
3;3.1004;-0.860348
4;3.25735;-0.688589
5;4.18342;0.82258
6;5.7545;0.829346
7;7.37786;-0.670267
8;8.95786;-0.867888
9;9.42506;-0.972816
10;9.42343;0.740152
11;10.0635;0.940118
12;11.8433;0.402798
13;13.429;-0.748348
14;14.8166;0.0729531
15;15.3673;-0.836129
16;15.6002;0.723924
17;16.4097;-0.0497297
18;17.9587;0.286971
19;18.3476;0.531714
20;20.6346;0.994828
21;21.0083;-0.887804
22;21.6321;-0.458174
23;21.7196;-0.99956
24;23.5822;0.578795
25;25.5663;0.991725
26;26.4799;0.115393
27;29.2522;-0.997873
28;29.3407;-0.992167
29;28.291;-0.00921112
30;27.9785;0.979335
31;30.6528;0.614032
32;32.2593;-0.995706
33;34.5969;-0.534787
34;32.9287;-0.899873
35;33.2037;0.999877
36;36.7398;0.61357
37;38.1172;0.29597
38;37.6515;-0.159186
39;40.1974;0.644133
40;41.5637;-0.831547
41;41.3716;0.172761
42;41.5687;-0.665782
43;42.6261;0.379011
44;43.0713;0.90606
45;45.3902;0.816556
46;47.2747;-0.961998
47;47.366;-0.827778
48;45.96;-0.757416
49;49.4185;0.794934

gp - haupt3

0;0;0.247404
1;0.255572;0.995749
2;0.974533;0.598472
3;2.35671;-0.33893
4;4.11832;-0.967592
5;6.49946;-0.762789
6;8.6444;0.0827454
7;12.5496;0.855869
8;15.4698;0.922604
9;19.8526;0.236846
10;0.254819;0.423501
11;0.495474;0.464206
12;1.27187;0.485815
13;2.4615;0.492092
14;4.24623;0.490778
15;6.65885;0.486849
16;8.93962;0.484255
17;12.5996;0.48465
18;16.0372;0.486545
19;20.9416;0.487484
20;1.04139;0.271997
21;1.20542;0.366082
22;1.93389;0.407839
23;3.24278;0.428562

gp - haupt4
0;0;0.882243
1;1.00467;0.522466
2;3.8635;-0.289335
3;8.76316;-0.770218
4;15.8156;-0.176265
5;1.01184;0.97896
6;1.91173;-0.568045
7;4.76855;-0.154741
8;10.3227;0.739418
9;17.8454;-0.239802
10;3.86212;0.557983
11;4.88617;-0.994007
12;7.60854;-0.0604281
13;12.3899;-0.625413
14;20.4396;-0.551241
15;8.59283;-0.997371
16;9.63527;-0.962105
17;13.1125;0.986018
18;18.6122;0.482809
19;24.2641;0.511031
20;15.7554;0.725099
21;17.5353;0.632295
22;20.962;0.95622
23;26.179;-0.93776
24;31.6792;-0.108227

gp -haupt9
0;1.94248;0
1;1.4997;0
2;0.556481;0
3;0.0119766;0
4;0.356843;0
5;1.52617;0.67843
6;1.32274;0.67843
7;0.749666;0.67843
8;0.484389;0.67843
9;0.648746;0.67843
10;0.606369;0.7097
11;0.760567;0.7097
12;1.1528;0.7097
13;1.46019;0.7097
14;1.22139;0.7097
15;0.0119117;0.140189
16;0.481965;0.140189
17;1.41863;0.140189
18;2.01455;0.140189
19;1.57484;0.140189
20;0.334565;0.633911
21;0.646131;0.633911
22;1.27284;0.633911
23;1.59222;0.633911
24;1.46948;0.633911

gp - haupt11
0;19536.9;-2.11459
1;20684.8;162.587
2;20531.1;783.243
3;250149;326.72
4;1.22588e+06;-3007.04
5;19968.9;-105.075
6;20176.9;4404.99
7;20376;5137.26
8;253368;1275.83
9;1.243e+06;-10127.8
10;20283.9;-299.958
11;19382.8;24119.6
12;19174.4;12310.8
13;247599;2496.35
14;1.2442e+06;-17904.4
15;272812;-3754.44
16;266529;5211.18
17;249149;8783.36
18;478164;2007.93
19;1.43817e+06;-15108.4
20;1.23418e+06;1015.14
21;1.2725e+06;4203.75
22;1.21389e+06;7895.59
23;1.51194e+06;1954.13
24;2.33484e+06;-14435.3

stdgp - haupt1

0;1.02232;1.02232
1;1.54904;11.4932
2;1.53124;11.6945
3;1.91508;12.0013
4;3.20581;12.0146
5;5.43784;12.028
6;6.87635;12.0415
7;7.74648;12.0549
8;7.94242;12.0685
9;7.69264;12.082
10;8.7928;12.0957
11;10.5581;12.1093
12;12.451;12.1231
13;14.4479;12.1368
14;14.2147;12.1506
15;14.1758;12.1645
16;15.3938;12.1784
17;16.7301;12.1924
18;18.9814;12.2064
19;19.8259;12.2205
20;19.7678;12.2346
21;20.6314;12.2488
22;21.3928;12.263
23;23.453;12.2772
24;23.9644;12.2916
25;26.1433;12.3059
26;25.3957;12.3204
27;25.4964;12.3348
28;27.7983;12.3494
29;29.1832;12.364
30;29.1568;12.3786
31;32.3855;12.3933
32;32.7512;12.408
33;31.6665;12.4228
34;34.3261;12.4377
35;35.5363;12.4526
36;37.401;12.4676
37;36.7372;12.4826
38;38.0948;12.4976
39;38.3796;12.5128
40;38.1995;12.528
41;40.1695;12.5432
42;42.6305;12.5585
43;41.6237;12.5739
44;45.6664;12.5893
45;45.0138;12.6048
46;47.2531;12.6203
47;45.5143;12.6359
48;45.8592;12.6515
49;50.9964;12.6515

stdgp - haupt2

0;0;11.312
1;1.87217;12.0374
2;2.99354;12.0818
3;3.14513;12.0978
4;3.17385;12.0978
5;4.19817;12.0978
6;5.99135;12.0978
7;7.66996;12.0978
8;8.67844;12.0978
9;9.51;12.0978
10;9.10048;12.0978
11;10.2457;12.0978
12;11.312;12.0978
13;13.6307;12.0978
14;15.633;12.0978
15;14.9508;12.0978
16;15.3058;12.0978
17;16.2478;12.0978
18;17.5721;12.0978
19;19.3053;12.0978
20;20.7686;12.0978
21;22.5286;12.0978
22;21.7601;12.0978
23;22.4687;12.0978
24;23.5966;12.0978
25;24.1334;12.0978
26;27.2019;12.0978
27;28.8436;12.0978
28;29.1767;12.0978
29;29.0592;12.0978
30;30.1632;12.0978
31;31.7472;12.0978
32;32.9144;12.0978
33;35.3732;12.0978
34;34.7876;12.0978
35;34.7127;12.0978
36;36.7433;12.0978
37;36.0709;12.0978
38;39.4735;12.0978
39;39.5813;12.0978
40;40.9091;12.0978
41;41.3311;12.0978
42;39.4007;12.0978
43;40.3852;12.0978
44;42.3595;12.0978
45;44.9606;12.0978
46;47.9617;12.0978
47;45.1759;12.0978
48;44.8841;12.0978
49;46.1438;12.0978

stdgp - haupt3

0;0;2.15693
1;0.240578;5.60716
2;0.957903;15.9579
3;2.19214;7.58343
4;4.03306;7.58343
5;6.2981;7.58343
6;9.42172;7.58343
7;12.0087;7.58343
8;15.9579;7.58343
9;20.4304;7.58343
10;0.245581;4.66674
11;0.494345;6.5488
12;1.30083;8.43103
13;2.54527;7.31218
14;4.03799;7.31218
15;6.5841;7.31218
16;9.06302;7.31218
17;12.777;7.31218
18;15.8399;7.31218
19;21.1451;7.31218
20;0.961657;4.66674
21;1.24933;6.5488
22;1.91729;8.43103
23;3.25858;7.31218

stdgp - haupt4

0;0;8.2543
1;0.969819;4.90766
2;3.89641;4.63433
3;8.89499;4.90766
4;15.849;5.36319
5;1.0469;7.5018
6;2.02365;5.46997
7;5.10044;5.14848
8;9.94223;5.46997
9;16.9276;5.9522
10;4.1799;6.81807
11;5.05844;5.54883
12;7.81629;5.262
13;12.5904;5.54883
14;19.2708;5.95039
15;8.55508;6.96893
16;9.7108;5.23134
17;12.7877;4.98987
18;18.7336;5.23134
19;26.0937;5.56939
20;16.3774;7.14494
21;16.3007;4.91384
22;19.9088;4.71773
23;23.8036;4.91384
24;30.6116;5.1884

stdgp - haupt9
0;2.01162;2.01162
1;1.52813;0.0116956
2;0.581299;0.0116956
3;0.0116956;0.0116956
4;0.33526;0.0116956
5;1.5314;0.974752
6;1.30485;0.790889
7;0.798101;0.76203
8;0.488819;0.735232
9;0.644689;0.689048
10;0.604347;0.943808
11;0.755764;0.815771
12;1.19307;0.793436
13;1.48077;0.772308
14;1.33672;0.721594
15;0.0121678;1.05059
16;0.460466;0.820352
17;1.36718;0.804916
18;1.96429;0.743337
19;1.73381;0.650604
20;0.341076;2.01162
21;0.626426;0.873798
22;1.29207;0.873798
23;1.59389;0.528957
24;1.40589;0.0116956

stdgp - haupt11

0;20950.8;20251.6
1;19614.3;19614.3
2;20487.8;19614.3
3;247427;19614.3
4;1.16518e+06;0
5;20201.7;76056.8
6;20566.1;62924.6
7;20449.4;65811.9
8;257069;69111.8
9;1.25539e+06;72919.3
10;20763.5;59062.1
11;19602.5;48745.8
12;19580.8;50687.9
13;256639;52907.4
14;1.21025e+06;55468.4
15;261053;40589.6
16;247780;34566.9
17;253867;35563.8
18;504710;36703
19;1.48265e+06;38017.5
20;1.16047e+06;20409.3
21;1.25164e+06;20328.8
22;1.23828e+06;20393.7
23;1.4733e+06;20471.7
24;2.42409e+06;20566.9

gp_fly - haupt1

0;1.0119;0.5
1;1.50378;1.27015
2;1.52286;1.79193
3;2.07964;2.505
4;3.37088;3.67318
5;5.41618;5.14183
6;6.75201;6.48009
7;7.85726;7.37695
8;7.73484;7.92725
9;7.95626;8.54443
10;8.90614;9.58046
11;11.2849;11.0022
12;13.0239;12.4219
13;13.2782;13.4537
14;13.8325;14.0684
15;14.1779;14.6202
16;14.6269;15.5212
17;16.0967;16.8624
18;18.0532;18.3302
19;20.2758;19.4944
20;20.5144;20.204
21;20.015;20.7261
22;21.1495;21.5
23;23.1662;22.7336
24;25.2907;24.2121
25;26.7733;25.4956
26;25.3863;26.3235
27;26.1777;26.8539
28;27.7767;27.5187
29;29.079;28.626
30;31.1038;30.0771
31;30.7847;31.4574
32;31.7054;32.4171
33;33.5089;32.9934
34;34.7944;33.5757
35;33.8145;34.5482
36;36.8802;35.936
37;38.8286;37.3827
38;38.8964;38.4775
39;38.7976;39.1333
40;38.5528;39.6665
41;41.4506;40.5063
42;42.1711;41.8
43;44.5459;43.2776
44;47.1962;44.4999
45;45.7244;45.2627
46;45.7161;45.7839
47;43.8216;46.5038
48;46.505;47.6799
49;47.4475;49.1503

gp_fly - haupt2

0;0;0
1;1.80868;1
2;2.98263;2
3;3.12882;3
4;3.39762;4
5;4.1136;5
6;5.89704;6
7;7.68148;7
8;9.04012;8
9;9.32264;9
10;9.39568;10
11;10.2918;11
12;11.1122;12
13;12.942;13
14;14.8762;14
15;15.8434;15
16;14.9673;16
17;16.1067;17
18;17.7107;18
19;18.6106;19
20;19.9696;20
21;21.4581;21
22;21.0455;22
23;21.4422;23
24;22.4806;24
25;25.1299;25
26;26.3385;26
27;27.7045;27
28;27.3937;28
29;29.4308;29
30;30.2733;30
31;29.4728;31
32;32.0502;32
33;35.3207;33
34;34.4456;34
35;33.2125;35
36;35.601;36
37;38.1687;37
38;39.7883;38
39;38.965;39
40;42.4082;40
41;41.8086;41
42;39.3387;42
43;40.913;43
44;44.8549;44
45;43.784;45
46;47.9516;46
47;47.5146;47
48;47.9212;48
49;46.6032;49

gp_fly - haupt3
1;0.246094;4.43782
2;0.983401;4.0806
3;2.13993;2.24365
4;4.06971;2.69271
5;6.4099;6.4989
6;8.5713;3.17774
7;11.8185;7.40074
8;15.5166;4.08468
9;19.4927;6.83906
10;0.242042;3.87359
11;0.48686;4.31141
12;1.29738;3.95419
13;2.61277;2.11724
14;4.3042;2.5663
15;6.31441;6.37249
16;9.45466;3.05133
17;12.4486;7.27433
18;16.8936;3.95827
19;21.2859;6.71265
20;1.00671;3.47011
21;1.18869;3.90793
22;1.92327;3.55071
23;3.33749;1.71376

gp_fly - haupt4

0;0;0
1;1.02546;0.957767
2;4.09568;0.97651
3;8.60198;0.612911
4;16.5388;0.932708
5;1.02336;0
6;2.07035;0.957767
7;5.2233;0.97651
8;9.87665;0.612911
9;17.3828;0.932708
10;4.15261;0
11;4.76889;0.957767
12;7.85096;0.97651
13;12.7267;0.612911
14;19.8721;0.932708
15;8.73745;0
16;9.98676;0.957767
17;12.8797;0.97651
18;18.2715;0.612911
19;25.2341;0.932708
20;15.3098;0
21;17.2776;0.957767
22;19.9971;0.97651
23;23.7617;0.612911
24;31.0313;0.932708

gp_fly - haupt9

0;2.05585;2
1;1.55065;1.5403
2;0.582265;0.583853
3;0.0126821;0.0100075
4;0.354322;0.346356
5;1.47407;1.5403
6;1.31993;1.0806
7;0.809345;0.124155
8;0.471168;-0.44969
9;0.675263;-0.113341
10;0.600606;0.583853
11;0.801285;0.461436
12;1.12864;0.124155
13;1.47524;-0.34541
14;1.24177;-0.832294
15;0.0116998;0.0100075
16;0.469653;-0.0450356
17;1.43352;-0.204105
18;1.94199;-0.44969
19;1.68388;-0.754755
20;0.361446;0.346356
21;0.674407;0.315269
22;1.28841;0.223939
23;1.59613;0.0780452
24;1.36634;-0.113341

gp_fly - haupt11

0;20579.9;114.665
1;19923;1033.98
2;19189.5;2421.25
3;251794;4653.57
4;1.27419e+06;8464.72
5;20639.5;1821.55
