0.0 ; 0.0 ; 2.0
0.0 ; 1.0 ; 1.54055230587
0.0 ; 2.0 ; 0.584853163453
0.0 ; 3.0 ; 0.0122575033996
0.0 ; 4.0 ; 0.350356379136
1.0 ; 0.0 ; 1.54055230587
1.0 ; 1.0 ; 1.29242658173
1.0 ; 2.0 ; 0.776404904634
1.0 ; 3.0 ; 0.467604771295
1.0 ; 4.0 ; 0.651084844431
2.0 ; 0.0 ; 0.584853163453
2.0 ; 1.0 ; 0.776404904634
2.0 ; 2.0 ; 1.17517818957
2.0 ; 3.0 ; 1.41523224567
2.0 ; 4.0 ; 1.27701172505
3.0 ; 0.0 ; 0.0122575033996
3.0 ; 1.0 ; 0.467604771295
3.0 ; 2.0 ; 1.41523224567
3.0 ; 3.0 ; 1.98458514333
3.0 ; 4.0 ; 1.65335228011
4.0 ; 0.0 ; 0.350356379136
4.0 ; 1.0 ; 0.651084844431
4.0 ; 2.0 ; 1.27701172505
4.0 ; 3.0 ; 1.65335228011
4.0 ; 4.0 ; 1.4352499831
